DateTime,air_pressure,humidity,rainfall,temperature,wind_direction,wind_speed,PM2.5,PM10,Month,day_of_week
2017-06-20,1008.18,89.5,6.0,26.950000000000003,0.0,0.0,24.0,55.0,6,1
2017-06-21,1007.985,82.0,0.4,28.4,0.0,0.0,20.0,49.0,6,2
2017-06-22,1007.835,92.0,3.8,26.3,0.0,0.0,20.0,54.0,6,3
2017-06-23,1008.125,85.0,0.0,27.2,0.0,0.0,15.0,42.0,6,4
2017-06-24,1007.195,85.5,1.6,25.65,0.0,0.0,10.0,32.0,6,5
2017-06-25,1007.205,88.5,0.2,25.05,0.0,0.0,15.0,38.0,6,6
2017-06-26,1007.915,91.5,7.0,25.65,0.0,0.0,11.0,36.0,6,0
2017-06-27,1007.755,78.0,1.2,28.25,75.0,1.5,13.0,41.0,6,1
2017-06-28,1008.65,76.5,0.0,28.3,0.0,0.0,9.0,30.0,6,2
2017-06-29,1007.845,84.5,3.2,27.05,0.0,0.0,16.0,38.0,6,3
2017-06-30,1007.51,74.0,0.0,28.6,100.0,2.0,12.0,37.0,6,4
2017-07-01,1007.38,76.0,0.0,29.2,0.0,0.0,14.0,36.0,7,5
2017-07-02,1007.73,82.5,0.4,28.4,0.0,0.0,10.0,32.0,7,6
2017-07-03,1008.495,81.0,0.2,27.65,0.0,0.0,15.0,39.0,7,0
2017-07-04,1008.085,72.0,0.0,29.65,0.0,0.0,14.0,38.0,7,1
2017-07-05,1008.88,84.5,0.0,27.6,0.0,0.0,23.0,54.0,7,2
2017-07-06,1008.455,76.5,0.0,28.700000000000003,95.0,1.5,18.0,43.0,7,3
2017-07-07,1008.57,78.0,0.0,28.05,0.0,0.0,17.0,42.0,7,4
2017-07-08,1009.245,79.0,0.0,28.15,5.0,1.5,21.0,48.0,7,5
2017-07-09,1009.42,77.5,1.4,28.8,0.0,0.0,15.0,43.0,7,6
2017-07-10,1009.645,71.5,0.0,28.65,0.0,0.0,12.0,37.0,7,0
2017-07-11,1008.285,86.5,0.0,26.5,0.0,0.0,16.0,45.0,7,1
2017-07-12,1008.2,86.0,0.0,26.3,35.0,1.5,21.0,51.0,7,2
2017-07-13,1008.305,89.5,17.0,25.5,0.0,0.0,19.0,45.0,7,3
2017-07-14,1009.2,76.5,1.2,28.15,0.0,0.0,15.0,43.0,7,4
2017-07-15,1008.24,72.5,0.8,28.5,100.0,1.5,13.0,48.0,7,5
2017-07-16,1007.03,74.5,0.0,28.55,0.0,0.0,21.0,56.0,7,6
2017-07-17,1006.34,76.0,0.0,28.8,0.0,0.0,28.0,65.0,7,0
2017-07-18,1008.11,72.0,0.0,29.1,0.0,0.0,29.0,65.0,7,1
2017-07-19,1008.455,80.5,0.2,27.5,0.0,0.0,36.0,73.0,7,2
2017-07-20,1007.81,72.0,0.0,29.2,100.0,2.0,28.0,72.0,7,3
2017-07-21,1008.08,77.0,0.0,28.1,0.0,0.0,19.0,64.0,7,4
2017-07-22,1009.025,74.5,0.0,29.5,0.0,0.0,29.0,70.0,7,5
2017-07-23,1008.53,72.5,0.0,29.45,0.0,0.0,30.0,66.0,7,6
2017-07-24,1007.955,67.0,0.0,30.1,120.0,2.0,30.0,64.0,7,0
2017-07-25,1006.8,88.5,6.2,26.2,0.0,0.0,27.0,63.0,7,1
2017-07-26,1006.19,74.5,0.0,29.2,90.0,1.5,24.0,58.0,7,2
2017-07-27,1006.61,81.0,4.6,28.2,55.0,1.5,32.0,68.0,7,3
2017-07-28,1008.645,78.0,1.2,28.75,0.0,0.0,15.0,44.0,7,4
2017-07-29,1008.615,66.5,0.0,29.8,0.0,0.0,11.0,39.0,7,5
2017-07-30,1007.665,71.0,0.0,28.5,90.0,2.0,21.0,41.0,7,6
2017-07-31,1008.16,88.0,6.8,26.75,0.0,0.0,14.0,28.0,7,0
2017-08-01,1008.79,69.5,0.0,29.55,0.0,0.0,11.0,26.0,8,1
2017-08-02,1008.545,71.0,0.0,29.2,0.0,0.0,12.0,31.0,8,2
2017-08-03,1007.1,76.0,23.4,28.25,80.0,2.5,18.0,40.0,8,3
2017-08-04,1006.385,83.0,14.0,27.0,0.0,0.0,13.0,26.0,8,4
2017-08-05,1006.195,81.5,0.0,27.05,0.0,0.0,11.0,27.0,8,5
2017-08-06,1007.34,89.0,1.4,25.950000000000003,0.0,0.0,16.0,36.0,8,6
2017-08-07,1007.72,83.0,4.0,28.0,0.0,0.0,16.0,37.0,8,0
2017-08-08,1009.105,81.5,0.0,27.5,0.0,0.0,16.0,33.0,8,1
2017-08-09,1009.59,86.0,1.8,27.35,0.0,0.0,12.0,30.0,8,2
2017-08-10,1009.005,93.0,15.6,25.8,0.0,0.0,14.0,36.0,8,3
2017-08-11,1009.36,92.0,3.6,25.1,0.0,0.0,10.0,32.0,8,4
2017-08-12,1008.98,88.5,14.4,25.55,0.0,0.0,9.0,31.0,8,5
2017-08-13,1008.98,93.0,12.4,24.95,0.0,0.0,9.0,31.0,8,6
2017-08-14,1009.46,91.5,6.4,25.15,0.0,0.0,11.0,29.0,8,0
2017-08-15,1009.81,88.0,1.4,25.85,0.0,0.0,8.0,24.0,8,1
2017-08-16,1007.955,81.5,0.6,27.45,0.0,0.0,11.0,35.0,8,2
2017-08-17,1006.405,68.0,0.0,28.65,170.0,4.5,8.0,30.0,8,3
2017-08-18,1007.21,74.5,0.0,29.15,0.0,0.0,15.0,39.0,8,4
2017-08-19,1007.62,77.0,3.2,28.4,0.0,0.0,17.0,36.0,8,5
2017-08-20,1007.515,75.0,0.0,28.6,110.0,1.5,16.0,40.0,8,6
2017-08-21,1006.755,89.0,12.8,25.65,0.0,0.0,28.0,52.0,8,0
2017-08-22,1006.26,78.0,0.0,29.0,0.0,0.0,23.0,44.0,8,1
2017-08-23,1006.815,72.5,0.0,29.0,90.0,1.5,20.0,41.0,8,2
2017-08-24,1006.265,81.0,0.0,28.8,0.0,0.0,25.0,52.0,8,3
2017-08-25,1006.84,82.5,1.0,28.05,0.0,0.0,26.0,47.0,8,4
2017-08-26,1006.085,83.0,3.4,26.35,0.0,0.0,17.0,38.0,8,5
2017-08-27,1005.575,84.5,0.4,27.45,0.0,0.0,16.0,41.0,8,6
2017-08-28,1007.41,88.5,3.6,25.5,0.0,0.0,8.0,29.0,8,0
2017-08-29,1007.44,91.5,14.4,26.25,0.0,0.0,17.0,41.0,8,1
2017-08-30,1007.935,90.0,29.0,25.4,0.0,0.0,11.0,35.0,8,2
2017-08-31,1008.68,77.5,0.0,28.65,0.0,0.0,14.0,39.0,8,3
2017-09-01,1008.73,86.5,0.8,27.45,0.0,0.0,15.0,39.0,9,4
2017-09-02,1008.595,74.5,2.6,28.4,0.0,0.0,17.0,33.0,9,5
2017-09-03,1008.01,92.5,8.0,26.0,0.0,0.0,13.0,34.0,9,6
2017-09-04,1008.11,78.5,0.0,28.4,60.0,1.5,11.0,32.0,9,0
2017-09-05,1008.69,89.0,28.2,26.15,15.0,1.5,12.0,28.0,9,1
2017-09-06,1007.66,88.0,4.0,26.55,20.0,1.5,14.0,32.0,9,2
2017-09-07,1007.93,86.5,0.0,26.25,0.0,0.0,19.0,44.0,9,3
2017-09-08,1008.145,83.0,0.0,28.450000000000003,0.0,0.0,17.0,34.0,9,4
2017-09-09,1007.42,86.0,14.0,27.0,0.0,0.0,26.0,49.0,9,5
2017-09-10,1008.12,94.0,5.2,25.65,0.0,0.0,16.0,33.0,9,6
2017-09-11,1009.445,85.5,0.2,27.15,0.0,0.0,7.0,29.0,9,0
2017-09-12,1009.04,87.0,1.4,26.4,5.0,1.5,12.0,32.0,9,1
2017-09-13,1009.175,94.0,0.8,25.65,0.0,0.0,12.0,34.0,9,2
2017-09-14,1007.155,93.5,16.6,25.700000000000003,0.0,0.0,12.0,36.0,9,3
2017-09-15,1005.985,87.0,18.2,26.15,0.0,0.0,10.0,29.0,9,4
2017-09-16,1007.6,83.5,0.4,26.35,0.0,0.0,9.0,27.0,9,5
2017-09-17,1009.545,78.5,0.0,27.65,0.0,0.0,12.0,32.0,9,6
2017-09-18,1010.665,93.0,48.6,25.9,0.0,0.0,16.0,40.0,9,0
2017-09-19,1009.825,93.0,2.2,25.25,0.0,0.0,10.0,34.0,9,1
2017-09-20,1008.67,84.0,0.0,26.450000000000003,0.0,0.0,13.0,36.0,9,2
2017-09-21,1007.275,93.5,7.4,25.05,0.0,0.0,8.0,26.0,9,3
2017-09-22,1007.295,95.5,2.6,24.55,0.0,0.0,12.0,34.0,9,4
2017-09-23,1008.285,90.0,2.4,25.05,0.0,0.0,13.0,39.0,9,5
2017-09-24,1008.205,83.5,0.2,27.5,0.0,0.0,8.0,28.0,9,6
2017-09-25,1007.38,74.5,0.0,28.8,0.0,0.0,12.0,32.0,9,0
2017-09-26,1007.955,90.0,36.6,25.75,0.0,0.0,11.0,31.0,9,1
2017-09-27,1008.87,83.5,0.0,26.9,0.0,0.0,9.0,36.0,9,2
2017-09-28,1008.715,92.5,60.8,25.1,0.0,0.0,12.0,39.0,9,3
2017-09-29,1008.42,96.0,35.8,24.6,0.0,0.0,12.0,31.0,9,4
2017-09-30,1009.94,90.0,0.1,25.9,0.0,0.0,12.0,24.0,9,5
2017-10-01,1009.32,87.5,3.6,26.7,0.0,0.0,12.0,35.0,10,6
2017-10-26,1010.755,84.5,19.6,27.700000000000003,0.0,0.0,11.0,28.0,10,3
2017-10-27,1009.02,87.0,3.4,26.700000000000003,0.0,0.0,11.0,29.0,10,4
2017-10-28,1009.24,89.0,9.0,26.0,20.0,1.5,11.0,29.0,10,5
2017-10-29,1009.14,94.0,25.8,25.65,0.0,0.0,11.0,30.0,10,6
2017-10-30,1008.86,90.5,2.6,26.05,0.0,0.0,14.0,35.0,10,0
2017-10-31,1008.315,75.5,0.0,27.8,10.0,1.5,23.0,52.0,10,1
2017-11-01,1008.335,84.0,18.0,26.85,0.0,0.0,20.0,41.0,11,2
2017-11-02,1006.77,92.5,18.4,25.85,0.0,0.0,20.0,23.0,11,3
2017-11-03,1006.31,96.0,55.8,24.5,0.0,0.0,7.0,24.0,11,4
2017-11-04,1005.365,95.0,51.2,24.85,0.0,0.0,7.0,22.0,11,5
2017-11-05,1005.86,97.0,84.4,24.35,0.0,0.0,15.0,30.0,11,6
2017-11-06,1006.035,96.0,5.0,25.35,30.0,1.5,15.0,28.0,11,0
2017-11-07,1006.435,86.5,0.8,27.4,0.0,0.0,15.0,36.0,11,1
2017-11-08,1007.48,94.5,30.6,25.05,0.0,0.0,15.0,27.0,11,2
2017-11-28,1007.65,96.5,46.8,24.8,0.0,0.0,9.0,26.0,11,1
2017-11-29,1007.915,97.0,159.8,24.05,0.0,0.0,9.0,22.0,11,2
2017-11-30,1005.95,93.5,99.4,24.9,0.0,0.0,9.0,22.0,11,3
2017-12-01,1006.5,93.0,35.4,25.3,60.0,3.5,9.0,26.0,12,4
2017-12-02,1006.795,92.0,54.2,25.55,0.0,0.0,10.0,30.0,12,5
2017-12-03,1007.11,91.0,4.6,26.5,20.0,1.5,8.0,24.0,12,6
2017-12-04,1006.145,87.5,2.2,27.15,50.0,4.0,8.0,24.0,12,0
2017-12-05,1006.435,90.0,10.6,26.5,0.0,0.0,8.0,24.0,12,1
2017-12-06,1007.575,89.0,0.0,26.5,30.0,1.5,8.0,24.0,12,2
2017-12-07,1008.92,82.5,34.0,27.6,0.0,0.0,12.0,35.0,12,3
2017-12-08,1010.04,85.0,4.6,26.6,0.0,0.0,12.0,35.0,12,4
2017-12-09,1010.115,90.5,9.6,25.25,20.0,1.5,11.0,34.0,12,5
2017-12-10,1011.155,83.5,0.0,26.35,0.0,0.0,15.0,47.0,12,6
2017-12-11,1010.65,83.5,0.0,26.0,0.0,0.0,22.0,55.0,12,0
2017-12-12,1011.07,84.0,0.0,25.75,10.0,1.5,26.0,57.0,12,1
2017-12-13,1010.49,86.5,0.0,26.4,0.0,0.0,19.0,57.0,12,2
2017-12-14,1010.535,83.5,0.0,26.5,0.0,0.0,22.0,57.0,12,3
2017-12-15,1009.965,85.5,0.0,25.6,0.0,0.0,28.0,60.0,12,4
2017-12-16,1010.505,87.0,2.4,26.3,0.0,0.0,23.0,44.0,12,5
2017-12-17,1011.405,89.0,33.8,25.7,0.0,0.0,12.0,44.0,12,6
2017-12-18,1011.84,74.5,1.8,26.3,45.0,3.5,7.0,44.0,12,0
2017-12-19,1011.415,77.0,0.0,26.200000000000003,20.0,3.0,14.0,44.0,12,1
2017-12-20,1012.855,83.0,3.6,25.3,25.0,2.0,21.0,44.0,12,2
2017-12-21,1012.265,77.0,4.0,25.5,40.0,4.0,20.0,37.0,12,3
2017-12-22,1010.205,91.5,45.2,24.75,0.0,0.0,19.0,37.0,12,4
2017-12-23,1008.065,95.0,21.0,24.200000000000003,0.0,0.0,15.0,22.0,12,5
2017-12-24,1007.415,85.0,0.0,26.6,0.0,0.0,10.0,19.0,12,6
2017-12-25,1007.19,87.0,3.8,26.25,0.0,0.0,12.0,30.0,12,0
2017-12-26,1008.355,90.0,1.6,25.200000000000003,0.0,0.0,13.0,25.0,12,1
2017-12-27,1008.5,85.0,0.0,26.3,0.0,0.0,9.0,17.0,12,2
2017-12-28,1008.805,86.5,0.0,26.45,70.0,3.5,8.0,20.0,12,3
2017-12-29,1009.25,87.0,5.2,27.0,50.0,3.5,9.0,20.0,12,4
2017-12-30,1009.335,80.0,0.4,26.85,55.0,4.0,9.0,22.0,12,5
2017-12-31,1009.01,75.5,0.0,27.15,35.0,5.0,10.0,25.0,12,6
2018-01-01,1007.8,76.0,1.4,26.65,40.0,3.0,10.0,27.0,1,0
2018-01-02,1007.415,79.0,0.4,26.4,45.0,3.0,15.0,30.0,1,1
2018-01-03,1007.375,77.5,0.6,26.8,80.0,3.0,10.0,31.0,1,2
2018-01-04,1007.61,79.0,0.6,26.85,0.0,0.0,11.0,25.0,1,3
2018-01-05,1007.405,84.0,0.0,26.8,0.0,0.0,14.0,34.0,1,4
2018-01-06,1006.685,83.0,0.0,27.45,0.0,0.0,13.0,23.0,1,5
2018-01-07,1007.745,87.0,5.8,26.25,0.0,0.0,10.0,19.0,1,6
2018-01-08,1009.075,86.0,4.6,26.6,0.0,0.0,13.0,20.0,1,0
2018-01-09,1010.14,85.0,0.0,26.6,0.0,0.0,9.0,19.0,1,1
2018-01-10,1011.37,82.5,11.6,26.9,30.0,3.0,8.0,20.0,1,2
2018-01-11,1011.53,96.0,52.4,24.0,0.0,0.0,6.0,18.0,1,3
2018-01-12,1010.845,89.5,16.4,24.5,0.0,0.0,12.0,28.0,1,4
2018-01-13,1011.11,95.0,73.0,23.5,0.0,0.0,19.0,34.0,1,5
2018-01-14,1011.185,94.5,3.2,22.5,0.0,0.0,17.0,26.0,1,6
2018-01-15,1009.425,89.0,0.0,25.05,0.0,0.0,15.0,31.0,1,0
2018-01-16,1008.835,80.0,0.0,26.3,0.0,0.0,13.0,27.0,1,1
2018-01-17,1007.63,83.0,0.0,26.2,45.0,4.0,14.0,27.0,1,2
2018-01-18,1007.87,81.0,0.0,26.8,25.0,1.5,16.0,36.0,1,3
2018-01-19,1008.465,82.0,0.6,26.450000000000003,0.0,0.0,13.0,28.0,1,4
2018-01-20,1007.52,91.5,42.4,25.0,0.0,0.0,12.0,28.0,1,5
2018-01-21,1007.1,84.5,0.0,26.75,75.0,3.5,10.0,15.0,1,6
2018-01-22,1007.145,83.5,0.4,26.75,0.0,0.0,9.0,14.0,1,0
2018-01-23,1007.125,80.5,0.0,27.1,20.0,1.5,9.0,8.0,1,1
2018-01-24,1006.085,82.0,2.4,27.2,0.0,0.0,9.0,17.0,1,2
2018-01-25,1005.995,83.5,0.0,26.8,0.0,0.0,11.0,19.0,1,3
2018-01-26,1006.595,83.5,0.0,26.9,0.0,0.0,11.0,18.0,1,4
2018-01-27,1007.12,81.5,0.0,26.9,0.0,0.0,8.0,14.0,1,5
2018-01-28,1007.755,82.5,0.0,27.3,0.0,0.0,11.0,21.0,1,6
2018-01-29,1008.975,83.5,0.0,26.75,0.0,0.0,11.0,20.0,1,0
2018-01-30,1008.965,83.0,0.0,27.75,0.0,0.0,11.0,19.0,1,1
2018-01-31,1009.18,79.5,0.0,27.35,0.0,0.0,7.0,14.0,1,2
2018-02-01,1010.185,80.5,0.0,27.4,0.0,0.0,7.0,17.0,2,3
2018-02-02,1010.52,80.0,0.0,26.85,50.0,4.5,10.0,25.0,2,4
2018-02-03,1010.97,75.5,0.0,26.6,100.0,3.5,11.0,29.0,2,5
2018-02-26,1009.545,76.0,0.0,27.1,20.0,1.5,11.0,22.0,2,0
2018-02-27,1009.005,79.0,0.0,27.15,20.0,2.0,10.0,21.0,2,1
2018-02-28,1008.765,80.0,0.0,27.1,35.0,3.0,9.0,21.0,2,2
2018-03-01,1009.225,76.0,0.0,27.75,0.0,0.0,12.0,20.0,3,3
2018-03-02,1007.95,82.5,0.0,27.15,0.0,0.0,9.0,17.0,3,4
2018-03-03,1007.39,78.5,0.0,28.1,0.0,0.0,9.0,13.0,3,5
2018-03-04,1007.87,76.5,0.0,28.4,0.0,0.0,7.0,14.0,3,6
2018-03-05,1007.84,77.5,0.0,27.85,10.0,1.5,7.0,16.0,3,0
2018-03-06,1008.295,78.5,0.0,28.15,5.0,1.5,6.0,13.0,3,1
2018-03-07,1008.955,81.0,31.6,28.0,10.0,1.5,8.0,16.0,3,2
2018-03-08,1008.85,75.5,0.0,27.0,35.0,3.0,10.0,20.0,3,3
2018-03-09,1008.105,77.0,0.0,27.8,50.0,4.0,11.0,35.0,3,4
2018-03-10,1009.46,75.5,0.0,27.700000000000003,75.0,3.5,10.0,31.0,3,5
2018-03-11,1009.53,79.0,0.0,27.45,80.0,4.5,14.0,36.0,3,6
2018-03-12,1010.505,78.0,0.0,27.45,0.0,0.0,16.0,36.0,3,0
2018-03-13,1010.465,79.5,0.0,27.6,0.0,0.0,13.0,34.0,3,1
2018-03-14,1008.74,79.0,0.0,27.75,0.0,0.0,15.0,34.0,3,2
2018-03-15,1009.11,81.0,0.0,26.65,0.0,0.0,14.0,27.0,3,3
2018-03-16,1009.015,81.5,0.0,28.0,35.0,1.5,16.0,31.0,3,4
2018-03-17,1008.755,79.0,0.0,27.85,0.0,0.0,8.0,19.0,3,5
2018-03-18,1009.435,78.5,0.0,28.0,35.0,3.0,7.0,18.0,3,6
2018-03-19,1009.08,78.0,0.0,27.75,25.0,1.5,7.0,18.0,3,0
2018-03-20,1008.46,77.5,0.0,27.5,15.0,1.5,7.0,18.0,3,1
2018-03-21,1008.655,75.0,0.0,27.45,0.0,0.0,15.0,30.0,3,2
2018-03-22,1007.04,74.5,0.0,28.7,30.0,6.0,14.0,29.0,3,3
2018-03-23,1007.515,77.0,0.0,27.6,65.0,4.0,12.0,23.0,3,4
2018-03-24,1009.01,81.5,0.0,27.6,20.0,2.5,13.0,33.0,3,5
2018-03-25,1010.51,76.0,0.0,27.950000000000003,50.0,3.5,15.0,39.0,3,6
2018-03-26,1010.905,74.5,0.0,28.25,0.0,0.0,15.0,37.0,3,0
2018-03-27,1010.12,77.5,0.0,28.35,0.0,0.0,18.0,38.0,3,1
2018-03-28,1009.03,76.0,0.0,28.3,20.0,1.5,19.0,40.0,3,2
2018-03-29,1009.105,76.0,0.0,28.05,20.0,1.5,20.0,45.0,3,3
2018-03-30,1008.735,76.0,0.0,28.3,15.0,1.5,26.0,50.0,3,4
2018-03-31,1007.97,74.0,0.0,28.95,0.0,0.0,29.0,53.0,3,5
2018-04-01,1008.445,79.5,0.0,27.35,0.0,0.0,31.0,53.0,4,6
2018-04-02,1008.69,82.5,0.0,27.85,30.0,1.5,24.0,47.0,4,0
2018-04-03,1008.12,78.5,0.0,28.3,45.0,1.5,19.0,41.0,4,1
2018-04-04,1007.83,74.0,0.0,28.3,0.0,0.0,19.0,41.0,4,2
2018-04-05,1007.29,78.5,0.0,27.6,15.0,3.5,19.0,35.0,4,3
2018-04-06,1007.315,77.0,0.0,28.15,0.0,0.0,19.0,38.0,4,4
2018-04-07,1008.0,75.5,0.0,28.05,60.0,5.0,13.0,30.0,4,5
2018-04-08,1008.675,77.0,10.2,27.1,75.0,7.5,12.0,30.0,4,6
2018-04-09,1008.935,78.0,4.4,27.7,60.0,4.0,13.0,32.0,4,0
2018-04-10,1008.355,84.5,20.8,26.450000000000003,0.0,0.0,11.0,24.0,4,1
2018-04-11,1007.475,80.0,0.0,28.6,10.0,2.0,11.0,23.0,4,2
2018-04-12,1007.655,78.0,0.0,27.65,25.0,2.0,11.0,26.0,4,3
2018-04-13,1007.705,79.5,0.0,28.25,0.0,0.0,11.0,23.0,4,4
2018-04-14,1007.52,80.0,0.0,28.5,20.0,1.5,9.0,17.0,4,5
2018-04-15,1007.635,79.0,0.0,29.15,0.0,0.0,13.0,28.0,4,6
2018-04-16,1008.415,78.0,0.0,28.25,65.0,3.0,9.0,19.0,4,0
2018-04-17,1009.52,77.5,0.0,28.450000000000003,0.0,0.0,10.0,20.0,4,1
2018-04-18,1009.295,79.0,0.0,29.15,35.0,1.5,10.0,24.0,4,2
2018-04-19,1008.23,78.0,0.0,29.1,0.0,0.0,11.0,26.0,4,3
2018-04-20,1007.88,77.0,0.0,28.65,55.0,3.5,12.0,26.0,4,4
2018-04-21,1007.735,75.5,0.0,28.65,0.0,0.0,12.0,25.0,4,5
2018-04-22,1007.77,78.0,0.0,28.05,20.0,2.0,13.0,28.0,4,6
2018-04-23,1007.265,76.0,0.0,28.35,5.0,1.5,15.0,29.0,4,0
2018-04-24,1007.115,77.0,0.0,28.65,0.0,0.0,17.0,37.0,4,1
2018-04-25,1007.285,90.0,64.6,26.05,0.0,0.0,18.0,31.0,4,2
2018-04-26,1007.45,96.0,26.4,25.25,0.0,0.0,15.0,27.0,4,3
2018-04-27,1008.3,78.0,0.0,28.6,0.0,0.0,13.0,23.0,4,4
2018-04-28,1007.875,82.0,0.0,27.35,0.0,0.0,12.0,27.0,4,5
2018-04-29,1007.64,95.5,69.2,25.55,0.0,0.0,13.0,29.0,4,6
2018-04-30,1008.735,89.0,0.0,26.35,0.0,0.0,14.0,30.0,4,0
2018-05-01,1009.0,90.5,15.2,26.55,0.0,0.0,13.0,27.0,5,1
2018-05-02,1009.415,77.5,0.0,27.45,0.0,0.0,8.0,23.0,5,2
2018-05-03,1009.72,76.5,5.6,29.4,0.0,0.0,14.0,30.0,5,3
2018-05-04,1009.585,77.0,0.0,29.35,0.0,0.0,10.0,20.0,5,4
2018-05-05,1009.485,79.5,0.0,28.7,0.0,0.0,10.0,20.0,5,5
2018-05-06,1010.075,90.0,44.8,26.3,0.0,0.0,12.0,25.0,5,6
2018-05-07,1009.04,86.0,0.6,26.6,25.0,1.5,17.0,36.0,5,0
2018-05-08,1008.03,82.5,0.0,28.5,0.0,0.0,15.0,32.0,5,1
2018-05-09,1008.605,83.0,0.0,27.200000000000003,0.0,0.0,21.0,42.0,5,2
2018-05-10,1009.245,89.5,23.2,26.5,0.0,0.0,17.0,38.0,5,3
2018-05-11,1008.945,82.5,0.0,28.5,0.0,0.0,18.0,36.0,5,4
2018-05-12,1007.825,78.0,0.0,29.2,0.0,0.0,13.0,27.0,5,5
2018-05-13,1008.01,81.5,0.0,28.1,0.0,0.0,13.0,28.0,5,6
2018-05-14,1007.825,81.5,0.0,28.700000000000003,0.0,0.0,13.0,28.0,5,0
2018-05-15,1007.275,89.5,12.2,26.950000000000003,0.0,0.0,13.0,33.0,5,1
2018-05-16,1006.705,94.5,2.6,25.85,0.0,0.0,18.0,37.0,5,2
2018-05-17,1006.075,81.5,0.0,27.25,0.0,0.0,13.0,31.0,5,3
2018-05-18,1006.705,86.0,0.0,26.85,0.0,0.0,18.0,44.0,5,4
2018-05-19,1006.06,88.0,5.0,27.25,0.0,0.0,17.0,36.0,5,5
2018-05-20,1006.365,78.0,0.0,29.25,0.0,0.0,13.0,26.0,5,6
2018-05-21,1007.05,83.5,5.4,27.95,0.0,0.0,16.0,34.0,5,0
2018-05-22,1007.165,90.0,13.0,26.45,0.0,0.0,19.0,35.0,5,1
2018-05-23,1006.44,91.0,7.0,26.35,0.0,0.0,13.0,27.0,5,2
2018-05-24,1006.905,95.5,45.6,25.1,0.0,0.0,14.0,29.0,5,3
2018-05-25,1006.815,78.5,0.0,28.35,0.0,0.0,11.0,23.0,5,4
2018-05-26,1007.865,92.5,28.0,26.1,0.0,0.0,10.0,25.0,5,5
2018-05-27,1007.85,89.5,1.2,27.3,0.0,0.0,16.0,35.0,5,6
2018-05-28,1007.725,78.0,21.8,29.4,0.0,0.0,9.0,19.0,5,0
2018-05-29,1007.985,89.0,0.0,26.7,0.0,0.0,11.0,20.0,5,1
2018-05-30,1007.415,95.5,7.4,25.6,0.0,0.0,14.0,33.0,5,2
2018-05-31,1008.32,93.5,6.6,25.6,0.0,0.0,19.0,39.0,5,3
2018-06-01,1008.795,96.0,19.6,24.55,0.0,0.0,14.0,31.0,6,4
2018-06-02,1008.235,82.5,0.0,28.3,0.0,0.0,14.0,37.0,6,5
2018-06-03,1006.94,79.5,0.0,28.5,105.0,1.5,15.0,37.0,6,6
2018-06-04,1006.42,79.0,0.0,28.35,0.0,0.0,16.0,37.0,6,0
2018-06-05,1007.41,79.0,0.0,29.1,0.0,0.0,20.0,42.0,6,1
2018-06-06,1008.47,85.5,0.0,27.25,0.0,0.0,23.0,45.0,6,2
2018-06-07,1008.53,76.5,0.0,28.8,0.0,0.0,23.0,46.0,6,3
2018-06-08,1007.42,77.0,0.0,29.25,0.0,0.0,18.0,39.0,6,4
2018-06-09,1007.15,75.5,0.0,28.6,25.0,1.5,16.0,42.0,6,5
2018-06-10,1008.055,78.0,0.0,28.8,0.0,0.0,27.0,50.0,6,6
2018-06-11,1008.37,84.0,0.0,27.9,0.0,0.0,33.0,67.0,6,0
2018-06-12,1008.82,78.0,0.0,29.75,0.0,0.0,29.0,52.0,6,1
2018-06-13,1008.045,79.5,0.0,28.25,0.0,0.0,29.0,55.0,6,2
2018-06-14,1007.64,76.0,0.0,29.75,0.0,0.0,26.0,47.0,6,3
2018-06-15,1007.825,74.5,0.0,29.85,85.0,1.5,27.0,53.0,6,4
2018-06-16,1007.8,89.5,3.8,26.85,5.0,1.5,26.0,44.0,6,5
2018-06-17,1007.025,95.0,46.0,24.35,0.0,0.0,9.0,21.0,6,6
2018-06-18,1006.985,91.5,22.8,25.1,65.0,1.5,12.0,19.0,6,0
2018-06-19,1007.525,94.5,5.6,24.3,0.0,0.0,8.0,19.0,6,1
2018-06-20,1008.96,80.0,0.4,28.15,0.0,0.0,9.0,19.0,6,2
2018-06-21,1009.34,88.5,0.0,26.35,0.0,0.0,14.0,36.0,6,3
2018-06-22,1008.865,88.5,30.4,26.2,10.0,1.5,16.0,31.0,6,4
2018-06-23,1008.645,97.0,22.2,25.2,0.0,0.0,10.0,28.0,6,5
2018-06-24,1008.265,81.5,0.0,25.8,60.0,1.5,17.0,36.0,6,6
2018-06-25,1008.185,83.0,0.0,26.7,0.0,0.0,10.0,22.0,6,0
2018-06-26,1007.675,89.0,6.6,25.8,0.0,0.0,16.0,34.0,6,1
2018-06-27,1008.18,82.5,0.0,26.85,0.0,0.0,11.0,30.0,6,2
2018-06-28,1008.955,84.5,0.0,27.200000000000003,0.0,0.0,18.0,35.0,6,3
2018-06-29,1007.69,75.0,0.0,29.35,0.0,0.0,18.0,40.0,6,4
2018-06-30,1007.335,75.0,0.0,28.25,0.0,0.0,16.0,28.0,6,5
2018-07-01,1008.365,88.0,0.2,25.8,70.0,1.5,17.0,31.0,7,6
2018-07-02,1008.015,76.5,0.0,27.7,0.0,0.0,19.0,37.0,7,0
2018-07-03,1008.33,75.5,0.0,28.85,85.0,1.5,20.0,33.0,7,1
2018-07-04,1008.025,89.0,8.0,25.950000000000003,0.0,0.0,24.0,43.0,7,2
